s,lift,drag
0.1,-0.6176849225045693,7.4909580929423125
0.15000000000000002,-2.057323612727029,3.5940538480295254
0.2,-0.2063218197677521,4.82615155485062
0.25,0.5942923192406118,3.641666828197113
0.30000000000000004,-2.1826020358487734,4.308961817058914
0.35,-3.5706186035936067,6.087734139928899
0.4,-1.9373934866174416,6.615050401210898
0.45000000000000007,-0.2840166022179398,9.619285634897064
0.5,-2.7080511391808315,6.101142115821598
0.55,-1.7437249534021995,4.9056331523011565
0.6,-0.9314899690086358,3.840560065623115
0.65,-2.241355138138754,5.95528492475469
0.7000000000000001,-2.83116499942003,6.739121591347924
0.75,-2.1348640272366097,4.705521753968367
0.8,-0.5519213921324198,5.748519489070885
0.85,-4.080738605564291,5.714333269362326
0.9,-3.1924409503654045,4.746829336999311
0.9500000000000001,-2.950777942845627,6.517708410105765
1,-3.938076153617465,3.202804027639228
1.05,-2.8770694227157545,8.383253151021412
1.1,2.142384198304743,5.428674984589642
1.1500000000000001,-3.690163795378494,5.987474513510662
1.2000000000000002,-4.032147399944791,5.508727012365124
1.2500000000000002,-3.5194166791745687,3.359194672410899
1.3000000000000003,-2.5597256838621085,6.233433535903937
1.35,-3.920343600850102,5.17545518888032
1.4000000000000001,-0.554077998690246,3.814347849762746
1.4500000000000002,-2.073127756092536,5.921903488492275
1.5000000000000002,-4.114788619184762,2.4235404852602493
1.5500000000000003,-2.878924998629903,7.651158398308082
1.6,-2.1965864032187485,3.996766417706715
1.6500000000000001,-1.680345723997402,5.162377291270445
1.7000000000000002,-0.25746753521318566,8.12579039368984
1.7500000000000002,-2.122981994104233,3.175234173385718
1.8000000000000003,-4.218713214917093,7.864463716590853
1.85,-1.1627246988980442,6.558237468496033
1.9000000000000001,-2.6272162731271997,6.42217312838072
1.9500000000000002,-3.4801094064567266,2.0636681378937327
2,-0.11260120542606544,4.9840556619055425
2.0500000000000003,-3.3692947839914567,3.2561160827200686
2.1,-0.061629545639643846,4.284729181597607
2.1500000000000004,-2.0503962715855377,6.005468615031212
2.2,-0.3939072257551526,4.022494675144153
2.25,-0.7215408165112212,6.979201710037922
2.3000000000000003,-2.1184022230801456,5.420935247424309
2.35,1.1846224590385976,2.967641945412272
2.4000000000000004,-0.955844804827841,6.6311918262300935
2.45,-2.814867444962255,4.443057547449003
2.5000000000000004,-2.1362182244028016,3.792114321155376
